ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
6628,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](C#N)N2CCCC2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,522.65,,C28H38N6O4,,,,AID_1806479,,162396223
6629,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,442.52,,C23H30N4O5,,,,AID_1806479,,160379423
6630,CC(C)C[C@@H](C(=O)N[C@@H](CC1CCNC1=O)C(C#N)N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,468.56,,C24H32N6O4,,,,AID_1806479,,158351423
6631,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](CC3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,502.57,,C28H30N4O5,,,,AID_1806479,,162396224
6632,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(C#N)O)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,529.6,,C29H31N5O5,,,,AID_1806479,,162396225
6633,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)[C@H](C#N)O)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,529.6,,C29H31N5O5,,,,AID_1806479,,162396226
6634,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)[C@@H](C#N)O)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,529.6,,C29H31N5O5,,,,AID_1806479,,162396227
6635,CCCN1C(=N)C(OC1=O)[C@H](C[C@@H]2CCNC2=O)NC(=O)[C@H](CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,554.65,,C28H38N6O6,,,,AID_1806479,,162396228
6636,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C2C(=N)N(C(=O)O2)C3=CC=CC=C3)NC(=O)C4=CC5=C(N4)C=CC=C5OC,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,588.66,,C31H36N6O6,,,,AID_1806479,,162396230
6637,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC(F)(F)F,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,493.49,,C23H26F3N5O4,,,,AID_1806479,,162396231
6638,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=NC3=C(N2)C=CC=C3OC(F)(F)F,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,494.47,,C22H25F3N6O4,,,,AID_1806479,,162396232
6639,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C[C@](C)(C2=CC=C(C=C2)Cl)O,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,462.98,,C23H31ClN4O4,,,,AID_1806479,,162396233
6640,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C[C@](C2=CC=CC=C2)(C(F)(F)F)O,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,482.5,,C23H29F3N4O4,,,,AID_1806479,,162396235
6641,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=CC4=C(C=CC=C4N3)C5CC5,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,447.54,,C25H29N5O3,,,,AID_1806479,,160198261
6642,CCOC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,453.54,,C24H31N5O4,,,,AID_1806479,,162396237
6643,CCCOC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,467.57,,C25H33N5O4,,,,AID_1806479,,162396238
6644,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)OCC2CCC(CC2)(F)F,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,442.51,,C21H32F2N4O4,,,,AID_1806479,,162396239
6645,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N)C56CC(C5)C6,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,489.58,,C27H31N5O4,,,,AID_1806479,,162396240
6646,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N)C56CC(C5)C6,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,489.58,,C27H31N5O4,,,,AID_1806479,,162396241
6647,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,463.54,,C25H29N5O4,,,,AID_1806479,,162396244
6648,CC1(C[C@H](N(C1)C(=O)C2=CC3=C(N2)C=CC=C3OC)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N)C,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,451.53,,C24H29N5O4,,,,AID_1806479,,159870041
6649,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CC4)C[C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,449.51,,C24H27N5O4,,,,AID_1806479,,162396246
6650,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CCCC4)C[C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,477.56,,C26H31N5O4,,,,AID_1806479,,162396248
6651,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,453.54,,C24H31N5O4,,,,AID_1806479,,162396249
6652,CO[C@@H]1C[C@H](N(C1)C(=O)C2=CC3=C(N2)C=CC=C3OC)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,453.5,,C23H27N5O5,,,,AID_1806479,,162396250
6653,CC(C)C[C@@H](C(=O)NC(C#N)C1=CN=CC=C1)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,419.48,,C23H25N5O3,,,,AID_1806479,,162396251
6654,CC1=C(C(=O)N(C=C1)[C@H](CC2CC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)N,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,371.44,,C19H25N5O3,,,,AID_1806479,,162396253
6655,CC1=C(C(=O)N(C=C1)[C@H](CC2CC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)NCC(F)(F)F,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,453.46,,C21H26F3N5O3,,,,AID_1806479,,162396254
6656,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@@H](CC2CC2)N3C=CC=C(C3=O)N,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,357.41,,C18H23N5O3,,,,AID_1806479,,162396258
6657,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@H](CC2CC2)N3C=CC=C(C3=O)NCC(F)(F)F,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,439.44,,C20H24F3N5O3,,,,AID_1806479,,160115813
6658,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,451.53,,C24H29N5O4,,,,AID_1806479,,162396279
6659,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,451.53,,C24H29N5O4,,,,AID_1806479,,162396281
6660,CC(C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC)(F)F,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,461.47,,C22H25F2N5O4,,,,AID_1806479,,159825967
6661,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](C3CC4CC4C3)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,463.54,,C25H29N5O4,,,,AID_1806479,,162396284
6662,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](C#N)NCC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,558.68,,C31H38N6O4,,,,AID_1806479,,162396286
6663,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](C#N)NCC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,558.68,,C31H38N6O4,,,,AID_1806479,,162396287
6664,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC(F)F,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,475.5,,C23H27F2N5O4,,,,AID_1806479,,162396288
6665,CCNC(C#N)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,496.61,,C26H36N6O4,,,,AID_1806479,,162396289
6666,CCN[C@H](C#N)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,496.61,,C26H36N6O4,,,,AID_1806479,,162396290
6667,CCN[C@@H](C#N)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,496.61,,C26H36N6O4,,,,AID_1806479,,162396291
6668,COC1=CC=CC2=C1C[C@@H](N2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,439.52,,C23H29N5O4,,,,AID_1806479,,162396292
6669,COC1=CC=CC2=C1C[C@H](N2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,439.52,,C23H29N5O4,,,,AID_1806479,,162396293
6670,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=CC4=C(N3)C=CC=C4OCCN5CCOCC5,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,536.63,,C28H36N6O5,,,,AID_1806479,,162396294
6671,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,441.92,,C22H24ClN5O3,,,,AID_1806479,,162396295
6672,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,441.92,,C22H24ClN5O3,,,,AID_1806479,,162396296
6673,CCO[C@@H]1C[C@H](N(C1)C(=O)C2=CC3=C(N2)C=CC=C3OC)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,467.53,,C24H29N5O5,,,,AID_1806479,,162396297
6674,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N)SC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,469.57,,C23H27N5O4S,,,,AID_1806479,,162396299
6675,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC3CCC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,451.53,,C24H29N5O4,,,,AID_1806479,,162396301
6676,CC1=C(C(=O)N(C=C1)[C@H](CC2CC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)NC(=O)OC(C)(C)C,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,471.56,,C24H33N5O5,,,,AID_1806479,,162396304
6677,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)C2=CC3=C(N2)C=CC=C3OC.[Na+],,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,546.58,,C23H31N4NaO8S,,,,AID_1806479,,159338564
6678,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)/C=C/C2=C(C=C(C=C2)Cl)F,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,448.93,,C22H26ClFN4O3,,,,AID_1806479,,162396305
6679,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=CC4=C(N3)C=CN=C4,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,422.49,,C22H26N6O3,,,,AID_1806479,,162396307
6680,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=CC4=C(N3)C=C(C=C4)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,455.95,,C23H26ClN5O3,,,,AID_1806479,,159229452
6681,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=NC4=C(C=CC(=C4N3)Cl)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,491.38,,C22H24Cl2N6O3,,,,AID_1806479,,162396308
6682,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,455.95,,C23H26ClN5O3,,,,AID_1806479,,162396309
6683,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)CCC3=CC(=CC(=C3)F)F,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,432.47,,C22H26F2N4O3,,,,AID_1806479,,162396311
6684,C1CCC2=C(C1)C=C(N2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,411.51,,C22H29N5O3,,,,AID_1806479,,162396315
6685,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=CC4=C(N3)C=CN=C4Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,456.93,,C22H25ClN6O3,,,,AID_1806479,,162396316
6686,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)[C@H](CC2CC2)NC(=O)C3=CC4=CC(=NC=C4N3)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,456.93,,C22H25ClN6O3,,,,AID_1806479,,162396317
6687,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,471.99,,C24H30ClN5O3,,,,AID_1806479,,158711422
6688,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=C(C=C3)Cl)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,506.43,,C24H29Cl2N5O3,,,,AID_1806479,,159950897
6689,C1CCC2(CC1)C[C@H](N(C2)C(=O)C3=CC4=C(N3)C=C(C=C4)Cl)C(=O)N[C@@H](C[C@@H]5CCCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,510.04,,C27H32ClN5O3,,,,AID_1806479,,162396322
6690,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)NC(=O)C2=CC3=C(C=CC(=C3N2)Cl)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,506.43,,C24H29Cl2N5O3,,,,AID_1806479,,161197075
6691,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)NC(=O)C2=CC3=C(C=CC(=C3N2)Cl)OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,502.02,,C25H32ClN5O4,,,,AID_1806479,,161273178
6692,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC(=C3OC)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,502.02,,C25H32ClN5O4,,,,AID_1806479,,159183376
6693,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=C(C=C3)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,471.99,,C24H30ClN5O3,,,,AID_1806479,,162226676
6694,CC(C)C[C@@H](C(=O)N[C@H](C[C@@H]1CCNC1=O)[C@@H](C#N)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,469.54,,C24H31N5O5,,,,AID_1806479,,164607414
6695,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC3=CC(=CC=C3)Cl)C(=O)N[C@@H](CC4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,507.98,,C26H26ClN5O4,,,,AID_1806479,,164607415
6696,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CN(C=N1)C)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,436.52,,C23H28N6O3,,,,AID_1806479,,162466408
6697,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)NC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,544.66,,C30H36N6O4,,,,AID_1806479,,162396220
6698,C[C@@H](C1=CC=CC=C1)NC(C#N)[C@H](C[C@@H]2CCNC2=O)NC(=O)[C@H](CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,572.71,,C32H40N6O4,,,,AID_1806479,,162396221
6699,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CCCCC4)C[C@@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,491.59,,C27H33N5O4,,,,AID_1806479,,164607430
6700,CC1(C[C@@H](N(C1)C(=O)C2=CC3=C(N2)C=CC=C3OC)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N)C,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,451.53,,C24H29N5O4,,,,AID_1806479,,164607432
6701,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,467.57,,C25H33N5O4,,,,AID_1806479,,162466431
6702,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)NCC(=O)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,526.59,,C26H34N6O6,,,,AID_1806479,,162396312
6703,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CCCCC4)C[C@@H]3C(=O)N[C@@H](C[C@@H]5CCCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,505.62,,C28H35N5O4,,,,AID_1806479,,164607439
6704,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CCC4)C[C@@H]3C(=O)N[C@@H](C[C@@H]5CCCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,477.56,,C26H31N5O4,,,,AID_1806479,,164607440
6705,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(C[C@@H]3C(=O)N[C@@H](C[C@@H]5CCCNC5=O)C#N)CC(C4)(F)F,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,513.54,,C26H29F2N5O4,,,,AID_1806479,,164607441
6706,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)[C@@H]2CC3(CCC3)CN2C(=O)C4=CC5=C(N4)C(=CC=C5)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,481.98,,C25H28ClN5O3,,,,AID_1806479,,163738873
6707,C1CCC2(CC1)C[C@H](N(C2)C(=O)C3=CC4=C(N3)C(=CC=C4)Cl)C(=O)N[C@@H](C[C@@H]5CCCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,510.04,,C27H32ClN5O3,,,,AID_1806479,,163941910
6708,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)[C@H]2CC3(CC(C3)(F)F)CN2C(=O)C4=CC5=C(N4)C(=CC=C5)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,517.96,,C25H26ClF2N5O3,,,,AID_1806479,,164607442
6709,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(O)S(=O)(=O)[O-])C5=CC=CC=C5.[K+],,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,622.74,,C28H31KN4O8S,,,,AID_1806479,,162479361
6710,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(C#N)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,469.54,,C24H31N5O5,,,,AID_1806912,,162396177
6711,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC3=CC(=CC=C3)Cl)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,507.98,,C26H26ClN5O4,,,,AID_1806912,,162396187
6712,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CCCCC4)CC3C(=O)N[C@@H](C[C@@H]5CCCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,505.62,,C28H35N5O4,,,,AID_1806912,,162396314
6713,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CCC4)CC3C(=O)N[C@@H](C[C@@H]5CCCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,477.56,,C26H31N5O4,,,,AID_1806912,,162396318
6714,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CC3C(=O)N[C@@H](C[C@@H]5CCCNC5=O)C#N)CC(C4)(F)F,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,513.54,,C26H29F2N5O4,,,,AID_1806912,,162396319
6715,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)C2CC3(CCC3)CN2C(=O)C4=CC5=C(N4)C(=CC=C5)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,481.98,,C25H28ClN5O3,,,,AID_1806912,,162396320
6716,C1C[C@H](C(=O)NC1)C[C@@H](C#N)NC(=O)C2CC3(CC(C3)(F)F)CN2C(=O)C4=CC5=C(N4)C(=CC=C5)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,517.96,,C25H26ClF2N5O3,,,,AID_1806912,,162396323
6717,CC(C)C[C@@H](C(=O)N[C@H](C[C@H]1CCNC1=O)C(C#N)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,469.54,,C24H31N5O5,,,,AID_1806912,,166178084
6718,CC(C)C[C@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,469.54,,C24H31N5O5,,,,AID_1806912,,166178085
